time_utc,global_in_plane_irradiance_w_m2
20200730:0630,0.0
20200730:0730,0.0
20200730:0830,0.0
20200730:0930,0.0
20200730:1030,0.0
20200730:1130,0.0
20200730:1230,48.61
20200730:1330,229.95
20200730:1430,433.15
20200730:1530,625.85
20200730:1630,770.45
20200730:1730,836.75
20200730:1830,833.11
20200730:1930,855.86
20200730:2030,736.2
20200730:2130,597.55
20200730:2230,441.9
20200730:2330,390.55
20200731:0030,208.15
20200731:0130,58.8
20200731:0230,0.0
20200731:0330,0.0
20200731:0430,0.0
20200731:0530,0.0
20200731:0630,0.0
20200731:0730,0.0
20200731:0830,0.0
20200731:0930,0.0
20200731:1030,0.0
20200731:1130,0.0
20200731:1230,46.97
20200731:1330,227.75
20200731:1430,430.65
20200731:1530,623.8
20200731:1630,783.45
20200731:1730,907.16
20200731:1830,973.46
20200731:1930,965.06
20200731:2030,856.56
20200731:2130,595.9
20200731:2230,378.65
20200731:2330,350.75
20200801:0030,189.0
20200801:0130,61.35
20200801:0230,0.0
20200801:0330,0.0
20200801:0430,0.0
20200801:0530,0.0
20200801:0630,0.0
20200801:0730,0.0
20200801:0830,0.0
20200801:0930,0.0
20200801:1030,0.0
20200801:1130,0.0
20200801:1230,46.62
20200801:1330,230.45
20200801:1430,435.75
20200801:1530,629.9
20200801:1630,793.95
20200801:1730,900.91
20200801:1830,892.36
20200801:1930,883.51
20200801:2030,659.65
20200801:2130,544.05
20200801:2230,463.05
20200801:2330,334.15
20200802:0030,222.7
20200802:0130,70.65
20200802:0230,0.0
20200802:0330,0.0
20200802:0430,0.0
20200802:0530,0.0
20200802:0630,0.0
20200802:0730,0.0
20200802:0830,0.0
20200802:0930,0.0
20200802:1030,0.0
20200802:1130,0.0
20200802:1230,43.9
20200802:1330,219.35
20200802:1430,405.75
20200802:1530,602.0
20200802:1630,757.25
20200802:1730,745.1
20200802:1830,730.3
20200802:1930,747.4
20200802:2030,823.2
20200802:2130,630.35
20200802:2230,467.35
20200802:2330,340.4
20200803:0030,195.25
20200803:0130,62.95
20200803:0230,0.0
20200803:0330,0.0
20200803:0430,0.0
20200803:0530,0.0
20200803:0630,0.0
20200803:0730,0.0
20200803:0830,0.0
20200803:0930,0.0
20200803:1030,0.0
20200803:1130,0.0
20200803:1230,42.77
20200803:1330,220.9
20200803:1430,423.55
20200803:1530,617.45
20200803:1630,776.05
20200803:1730,879.76
20200803:1830,875.01
20200803:1930,850.46
20200803:2030,681.0
20200803:2130,589.55
20200803:2230,511.65
20200803:2330,346.85
20200804:0030,205.3
20200804:0130,62.25
20200804:0230,0.0
20200804:0330,0.0
20200804:0430,0.0
20200804:0530,0.0
20200804:0630,0.0
20200804:0730,0.0
20200804:0830,0.0
20200804:0930,0.0
20200804:1030,0.0
20200804:1130,0.0
20200804:1230,39.56
20200804:1330,218.6
20200804:1430,423.95
20200804:1530,621.8
20200804:1630,783.75
20200804:1730,846.51
20200804:1830,906.71
20200804:1930,927.81
20200804:2030,819.8
20200804:2130,592.8
20200804:2230,566.9
20200804:2330,397.35
20200805:0030,198.55
20200805:0130,54.6
20200805:0230,0.0
20200805:0330,0.0
20200805:0430,0.0
20200805:0530,0.0
20200805:0630,0.0
20200805:0730,0.0
20200805:0830,0.0
20200805:0930,0.0
20200805:1030,0.0
20200805:1130,0.0
20200805:1230,39.65
20200805:1330,217.7
20200805:1430,422.15
20200805:1530,614.25
20200805:1630,762.0
20200805:1730,835.56
20200805:1830,938.01
20200805:1930,894.81
20200805:2030,816.26
20200805:2130,529.1
20200805:2230,405.45
20200805:2330,348.35
20200806:0030,223.75
20200806:0130,61.5
20200806:0230,0.0
20200806:0330,0.0
20200806:0430,0.0
20200806:0530,0.0
20200806:0630,0.0
20200806:0730,0.0
20200806:0830,0.0
20200806:0930,0.0
20200806:1030,0.0
20200806:1130,0.0
20200806:1230,36.45
20200806:1330,202.55
20200806:1430,417.3
20200806:1530,614.35
20200806:1630,772.05
20200806:1730,712.6
20200806:1830,930.36
20200806:1930,730.55
20200806:2030,641.65
20200806:2130,638.25
20200806:2230,578.6
20200806:2330,368.3
20200807:0030,222.65
20200807:0130,64.25
20200807:0230,0.0
20200807:0330,0.0
20200807:0430,0.0
20200807:0530,0.0
20200807:0630,0.0
20200807:0730,0.0
20200807:0830,0.0
20200807:0930,0.0
20200807:1030,0.0
20200807:1130,0.0
20200807:1230,38.63
20200807:1330,222.65
20200807:1430,433.65
20200807:1530,632.7
20200807:1630,798.95
20200807:1730,891.71
20200807:1830,921.96
20200807:1930,858.01
20200807:2030,818.11
20200807:2130,705.75
20200807:2230,525.5
20200807:2330,421.25
20200808:0030,240.15
20200808:0130,63.25
20200808:0230,0.0
20200808:0330,0.0
20200808:0430,0.0
20200808:0530,0.0
20200808:0630,0.0
20200808:0730,0.0
20200808:0830,0.0
20200808:0930,0.0
20200808:1030,0.0
20200808:1130,0.0
20200808:1230,37.49
20200808:1330,220.95
20200808:1430,431.25
20200808:1530,630.35
20200808:1630,795.8
20200808:1730,905.91
20200808:1830,893.36
20200808:1930,785.96
20200808:2030,754.7
20200808:2130,686.6
20200808:2230,523.45
20200808:2330,387.0
20200809:0030,227.0
20200809:0130,56.89
20200809:0230,0.0
20200809:0330,0.0
20200809:0430,0.0
20200809:0530,0.0
20200809:0630,0.0
20200809:0730,0.0
20200809:0830,0.0
20200809:0930,0.0
20200809:1030,0.0
20200809:1130,0.0
20200809:1230,35.64
20200809:1330,217.55
20200809:1430,428.9
20200809:1530,629.3
20200809:1630,794.4
20200809:1730,913.61
20200809:1830,941.56
20200809:1930,863.41
20200809:2030,798.55
20200809:2130,695.25
20200809:2230,467.2
20200809:2330,284.6
20200810:0030,222.65
20200810:0130,49.9
20200810:0230,0.0
20200810:0330,0.0
20200810:0430,0.0
20200810:0530,0.0
20200810:0630,0.0
20200810:0730,0.0
20200810:0830,0.0
20200810:0930,0.0
20200810:1030,0.0
20200810:1130,0.0
20200810:1230,33.93
20200810:1330,212.9
20200810:1430,421.7
20200810:1530,613.25
20200810:1630,750.9
20200810:1730,861.96
20200810:1830,930.31
20200810:1930,855.51
20200810:2030,809.81
20200810:2130,682.5
20200810:2230,556.3
20200810:2330,337.75
20200811:0030,190.9
20200811:0130,46.29
20200811:0230,0.0
20200811:0330,0.0
20200811:0430,0.0
20200811:0530,0.0
20200811:0630,0.0
20200811:0730,0.0
20200811:0830,0.0
20200811:0930,0.0
20200811:1030,0.0
20200811:1130,0.0
20200811:1230,32.21
20200811:1330,209.2
20200811:1430,420.7
20200811:1530,620.8
20200811:1630,590.8
20200811:1730,730.45
20200811:1830,888.41
20200811:1930,845.91
20200811:2030,702.45
20200811:2130,588.15
20200811:2230,439.7
20200811:2330,313.15
20200812:0030,210.3
20200812:0130,42.65
20200812:0230,0.0
20200812:0330,0.0
20200812:0430,0.0
20200812:0530,0.0
20200812:0630,0.0
20200812:0730,0.0
20200812:0830,0.0
20200812:0930,0.0
20200812:1030,0.0
20200812:1130,0.0
20200812:1230,31.33
20200812:1330,210.5
20200812:1430,422.7
20200812:1530,623.1
20200812:1630,785.01
20200812:1730,859.86
20200812:1830,828.51
20200812:1930,827.16
20200812:2030,736.95
20200812:2130,724.8
20200812:2230,524.9
20200812:2330,401.85
20200813:0030,215.75
20200813:0130,44.33
20200813:0230,0.0
20200813:0330,0.0
20200813:0430,0.0
20200813:0530,0.0
20200813:0630,0.0
20200813:0730,0.0
20200813:0830,0.0
20200813:0930,0.0
20200813:1030,0.0
20200813:1130,0.0
20200813:1230,29.64
20200813:1330,205.05
20200813:1430,413.35
20200813:1530,611.45
20200813:1630,784.16
20200813:1730,888.21
20200813:1830,939.71
20200813:1930,887.81
20200813:2030,829.41
20200813:2130,731.35
20200813:2230,548.45
20200813:2330,339.95
20200814:0030,172.55
20200814:0130,40.93
20200814:0230,0.0
20200814:0330,0.0
20200814:0430,0.0
20200814:0530,0.0
20200814:0630,0.0
20200814:0730,0.0
20200814:0830,0.0
20200814:0930,0.0
20200814:1030,0.0
20200814:1130,0.0
20200814:1230,28.96
20200814:1330,207.3
20200814:1430,420.2
20200814:1530,621.55
20200814:1630,790.61
20200814:1730,912.61
20200814:1830,979.11
20200814:1930,926.11
20200814:2030,837.31
20200814:2130,646.4
20200814:2230,525.35
20200814:2330,363.7
20200815:0030,209.7
20200815:0130,40.7
20200815:0230,0.0
20200815:0330,0.0
20200815:0430,0.0
20200815:0530,0.0
20200815:0630,0.0
20200815:0730,0.0
20200815:0830,0.0
20200815:0930,0.0
20200815:1030,0.0
20200815:1130,0.0
20200815:1230,26.44
20200815:1330,196.3
20200815:1430,407.15
20200815:1530,607.65
20200815:1630,772.36
20200815:1730,875.96
20200815:1830,885.66
20200815:1930,908.06
20200815:2030,782.81
20200815:2130,623.15
20200815:2230,599.25
20200815:2330,368.8
20200816:0030,211.2
20200816:0130,40.55
20200816:0230,0.0
20200816:0330,0.0
20200816:0430,0.0
20200816:0530,0.0
20200816:0630,0.0
20200816:0730,0.0
20200816:0830,0.0
20200816:0930,0.0
20200816:1030,0.0
20200816:1130,0.0
20200816:1230,11.35
20200816:1330,194.9
20200816:1430,402.35
20200816:1530,600.15
20200816:1630,766.91
20200816:1730,845.51
20200816:1830,904.36
20200816:1930,845.46
20200816:2030,784.66
20200816:2130,732.56
20200816:2230,599.9
20200816:2330,396.3
20200817:0030,206.05
20200817:0130,38.11
20200817:0230,0.0
20200817:0330,0.0
20200817:0430,0.0
20200817:0530,0.0
20200817:0630,0.0
20200817:0730,0.0
20200817:0830,0.0
20200817:0930,0.0
20200817:1030,0.0
20200817:1130,0.0
20200817:1230,10.85
20200817:1330,190.65
20200817:1430,398.15
20200817:1530,595.95
20200817:1630,758.06
20200817:1730,870.41
20200817:1830,833.56
20200817:1930,794.51
20200817:2030,731.61
20200817:2130,531.55
20200817:2230,418.5
20200817:2330,286.35
20200818:0030,185.75
20200818:0130,33.32
20200818:0230,0.0
20200818:0330,0.0
20200818:0430,0.0
20200818:0530,0.0
20200818:0630,0.0
20200818:0730,0.0
20200818:0830,0.0
20200818:0930,0.0
20200818:1030,0.0
20200818:1130,0.0
20200818:1230,10.55
20200818:1330,187.95
20200818:1430,396.9
20200818:1530,595.2
20200818:1630,747.16
20200818:1730,866.71
20200818:1830,899.61
20200818:1930,893.91
20200818:2030,795.11
20200818:2130,681.5
20200818:2230,412.65
20200818:2330,274.6
20200819:0030,169.35
20200819:0130,29.46
20200819:0230,0.0
20200819:0330,0.0
20200819:0430,0.0
20200819:0530,0.0
20200819:0630,0.0
20200819:0730,0.0
20200819:0830,0.0
20200819:0930,0.0
20200819:1030,0.0
20200819:1130,0.0
20200819:1230,10.15
20200819:1330,183.3
20200819:1430,390.75
20200819:1530,588.25
20200819:1630,753.96
20200819:1730,848.46
20200819:1830,909.01
20200819:1930,901.46
20200819:2030,846.71
20200819:2130,656.55
20200819:2230,467.9
20200819:2330,261.35
20200820:0030,84.45
20200820:0130,19.6
20200820:0230,0.0
20200820:0330,0.0
20200820:0430,0.0
20200820:0530,0.0
20200820:0630,0.0
20200820:0730,0.0
20200820:0830,0.0
20200820:0930,0.0
20200820:1030,0.0
20200820:1130,0.0
20200820:1230,9.6
20200820:1330,181.85
20200820:1430,388.85
20200820:1530,585.25
20200820:1630,752.16
20200820:1730,733.16
20200820:1830,861.36
20200820:1930,821.01
20200820:2030,800.31
20200820:2130,606.65
20200820:2230,282.95
20200820:2330,141.4
20200821:0030,141.25
20200821:0130,13.25
20200821:0230,0.0
20200821:0330,0.0
20200821:0430,0.0
20200821:0530,0.0
20200821:0630,0.0
20200821:0730,0.0
20200821:0830,0.0
20200821:0930,0.0
20200821:1030,0.0
20200821:1130,0.0
20200821:1230,9.3
20200821:1330,178.8
20200821:1430,386.55
20200821:1530,585.55
20200821:1630,753.06
20200821:1730,869.91
20200821:1830,928.16
20200821:1930,874.41
20200821:2030,819.56
20200821:2130,599.55
20200821:2230,481.45
20200821:2330,375.7
20200822:0030,178.9
20200822:0130,12.2
20200822:0230,0.0
20200822:0330,0.0
20200822:0430,0.0
20200822:0530,0.0
20200822:0630,0.0
20200822:0730,0.0
20200822:0830,0.0
20200822:0930,0.0
20200822:1030,0.0
20200822:1130,0.0
20200822:1230,8.95
20200822:1330,180.45
20200822:1430,389.75
20200822:1530,588.95
20200822:1630,752.66
20200822:1730,866.46
20200822:1830,913.61
20200822:1930,891.31
20200822:2030,810.76
20200822:2130,723.91
20200822:2230,484.5
20200822:2330,354.05
20200823:0030,186.25
20200823:0130,11.0
20200823:0230,0.0
20200823:0330,0.0
20200823:0430,0.0
20200823:0530,0.0
20200823:0630,0.0
20200823:0730,0.0
20200823:0830,0.0
20200823:0930,0.0
20200823:1030,0.0
20200823:1130,0.0
20200823:1230,8.55
20200823:1330,176.2
20200823:1430,384.8
20200823:1530,583.5
20200823:1630,739.81
20200823:1730,777.06
20200823:1830,888.71
20200823:1930,877.81
20200823:2030,791.61
20200823:2130,634.8
20200823:2230,477.45
20200823:2330,254.15
20200824:0030,145.25
20200824:0130,10.8
20200824:0230,0.0
20200824:0330,0.0
20200824:0430,0.0
20200824:0530,0.0
20200824:0630,0.0
20200824:0730,0.0
20200824:0830,0.0
20200824:0930,0.0
20200824:1030,0.0
20200824:1130,0.0
20200824:1230,8.1
20200824:1330,172.05
20200824:1430,379.2
20200824:1530,577.3
20200824:1630,740.66
20200824:1730,842.66
20200824:1830,893.26
20200824:1930,858.56
20200824:2030,741.26
20200824:2130,531.55
20200824:2230,390.8
20200824:2330,231.05
20200825:0030,119.0
20200825:0130,9.95
20200825:0230,0.0
20200825:0330,0.0
20200825:0430,0.0
20200825:0530,0.0
20200825:0630,0.0
20200825:0730,0.0
20200825:0830,0.0
20200825:0930,0.0
20200825:1030,0.0
20200825:1130,0.0
20200825:1230,8.1
20200825:1330,165.45
20200825:1430,371.15
20200825:1530,567.7
20200825:1630,729.61
20200825:1730,829.56
20200825:1830,776.91
20200825:1930,735.31
20200825:2030,647.8
20200825:2130,483.9
20200825:2230,392.6
20200825:2330,324.75
20200826:0030,157.6
20200826:0130,8.85
20200826:0230,0.0
20200826:0330,0.0
20200826:0430,0.0
20200826:0530,0.0
20200826:0630,0.0
20200826:0730,0.0
20200826:0830,0.0
20200826:0930,0.0
20200826:1030,0.0
20200826:1130,0.0
20200826:1230,7.75
20200826:1330,161.1
20200826:1430,367.6
20200826:1530,563.95
20200826:1630,729.01
20200826:1730,827.36
20200826:1830,782.31
20200826:1930,601.6
20200826:2030,583.3
20200826:2130,521.45
20200826:2230,406.95
20200826:2330,184.3
20200827:0030,106.7
20200827:0130,11.15
20200827:0230,0.0
20200827:0330,0.0
20200827:0430,0.0
20200827:0530,0.0
20200827:0630,0.0
20200827:0730,0.0
20200827:0830,0.0
20200827:0930,0.0
20200827:1030,0.0
20200827:1130,0.0
20200827:1230,9.25
20200827:1330,136.95
20200827:1430,341.85
20200827:1530,551.25
20200827:1630,723.96
20200827:1730,832.61
20200827:1830,904.01
20200827:1930,836.36
20200827:2030,773.96
20200827:2130,719.61
20200827:2230,521.25
20200827:2330,287.6
20200828:0030,149.75
20200828:0130,8.45
20200828:0230,0.0
20200828:0330,0.0
20200828:0430,0.0
20200828:0530,0.0
20200828:0630,0.0
20200828:0730,0.0
20200828:0830,0.0
20200828:0930,0.0
20200828:1030,0.0
20200828:1130,0.0
20200828:1230,8.7
20200828:1330,133.4
20200828:1430,329.7
20200828:1530,505.25
20200828:1630,672.86
20200828:1730,780.01
20200828:1830,638.4
20200828:1930,640.6
20200828:2030,485.95
20200828:2130,231.0
20200828:2230,99.25
20200828:2330,54.0
20200829:0030,25.45
20200829:0130,4.6
20200829:0230,0.0
20200829:0330,0.0
20200829:0430,0.0
20200829:0530,0.0
20200829:0630,0.0
20200829:0730,0.0
20200829:0830,0.0
20200829:0930,0.0
20200829:1030,0.0
20200829:1130,0.0
20200829:1230,7.25
20200829:1330,138.95
20200829:1430,298.2
20200829:1530,460.7
20200829:1630,620.85
20200829:1730,700.36
20200829:1830,466.6
20200829:1930,429.65
20200829:2030,428.7
20200829:2130,246.55
20200829:2230,461.2
20200829:2330,337.5
20200830:0030,163.05
20200830:0130,7.15
20200830:0230,0.0
20200830:0330,0.0
20200830:0430,0.0
20200830:0530,0.0
20200830:0630,0.0
20200830:0730,0.0
20200830:0830,0.0
20200830:0930,0.0
20200830:1030,0.0
20200830:1130,0.0
20200830:1230,0.0
20200830:1330,157.8
20200830:1430,366.35
20200830:1530,566.8
20200830:1630,726.86
20200830:1730,818.31
20200830:1830,883.86
20200830:1930,823.96
20200830:2030,717.21
20200830:2130,606.3
20200830:2230,405.2
20200830:2330,274.95
20200831:0030,126.95
20200831:0130,6.35
20200831:0230,0.0
20200831:0330,0.0
20200831:0430,0.0
20200831:0530,0.0
20200831:0630,0.0
20200831:0730,0.0
20200831:0830,0.0
20200831:0930,0.0
20200831:1030,0.0
20200831:1130,0.0
20200831:1230,0.0
20200831:1330,152.15
20200831:1430,359.25
20200831:1530,559.35
20200831:1630,723.21
20200831:1730,836.76
20200831:1830,852.26
20200831:1930,771.96
20200831:2030,758.86
20200831:2130,495.75
20200831:2230,353.3
20200831:2330,295.3
20200901:0030,100.9
20200901:0130,0.0
20200901:0230,0.0
20200901:0330,0.0
20200901:0430,0.0
20200901:0530,0.0
20200901:0630,0.0
20200901:0730,0.0
20200901:0830,0.0
20200901:0930,0.0
20200901:1030,0.0
20200901:1130,0.0
20200901:1230,0.0
20200901:1330,131.0
20200901:1430,333.65
20200901:1530,520.4
20200901:1630,639.31
20200901:1730,715.16
20200901:1830,867.06
20200901:1930,824.56
20200901:2030,767.36
20200901:2130,673.66
20200901:2230,519.1
20200901:2330,340.0
20200902:0030,147.35
20200902:0130,0.0
20200902:0230,0.0
20200902:0330,0.0
20200902:0430,0.0
20200902:0530,0.0
20200902:0630,0.0
20200902:0730,0.0
20200902:0830,0.0
20200902:0930,0.0
20200902:1030,0.0
20200902:1130,0.0
20200902:1230,0.0
20200902:1330,149.15
20200902:1430,358.1
20200902:1530,559.55
20200902:1630,728.66
20200902:1730,850.01
20200902:1830,910.91
20200902:1930,911.66
20200902:2030,846.76
20200902:2130,725.26
20200902:2230,556.05
20200902:2330,354.35
20200903:0030,145.25
20200903:0130,0.0
20200903:0230,0.0
20200903:0330,0.0
20200903:0430,0.0
20200903:0530,0.0
20200903:0630,0.0
20200903:0730,0.0
20200903:0830,0.0
20200903:0930,0.0
20200903:1030,0.0
20200903:1130,0.0
20200903:1230,0.0
20200903:1330,145.85
20200903:1430,353.4
20200903:1530,553.95
20200903:1630,722.16
20200903:1730,842.76
20200903:1830,902.66
20200903:1930,899.56
20200903:2030,828.16
20200903:2130,704.01
20200903:2230,468.65
20200903:2330,292.2
20200904:0030,107.2
20200904:0130,0.0
20200904:0230,0.0
20200904:0330,0.0
20200904:0430,0.0
20200904:0530,0.0
20200904:0630,0.0
20200904:0730,0.0
20200904:0830,0.0
20200904:0930,0.0
20200904:1030,0.0
20200904:1130,0.0
20200904:1230,0.0
20200904:1330,143.15
20200904:1430,350.15
20200904:1530,549.9
20200904:1630,717.01
20200904:1730,836.26
20200904:1830,896.56
20200904:1930,853.66
20200904:2030,752.71
20200904:2130,546.95
20200904:2230,460.35
20200904:2330,275.35
20200905:0030,129.5
20200905:0130,0.0
20200905:0230,0.0
20200905:0330,0.0
20200905:0430,0.0
20200905:0530,0.0
20200905:0630,0.0
20200905:0730,0.0
20200905:0830,0.0
20200905:0930,0.0
20200905:1030,0.0
20200905:1130,0.0
20200905:1230,0.0
20200905:1330,142.45
20200905:1430,351.0
20200905:1530,551.16
20200905:1630,717.56
20200905:1730,823.91
20200905:1830,859.66
20200905:1930,782.71
20200905:2030,753.26
20200905:2130,628.61
20200905:2230,426.9
20200905:2330,272.75
20200906:0030,122.0
20200906:0130,0.0
20200906:0230,0.0
20200906:0330,0.0
20200906:0430,0.0
20200906:0530,0.0
20200906:0630,0.0
20200906:0730,0.0
20200906:0830,0.0
20200906:0930,0.0
20200906:1030,0.0
20200906:1130,0.0
20200906:1230,0.0
20200906:1330,142.05
20200906:1430,353.3
20200906:1530,556.86
20200906:1630,725.91
20200906:1730,843.16
20200906:1830,898.56
20200906:1930,876.56
20200906:2030,764.11
20200906:2130,517.2
20200906:2230,433.25
20200906:2330,316.4
20200907:0030,122.0
20200907:0130,0.0
20200907:0230,0.0
20200907:0330,0.0
20200907:0430,0.0
20200907:0530,0.0
20200907:0630,0.0
20200907:0730,0.0
20200907:0830,0.0
20200907:0930,0.0
20200907:1030,0.0
20200907:1130,0.0
20200907:1230,0.0
20200907:1330,136.75
20200907:1430,345.95
20200907:1530,549.21
20200907:1630,720.96
20200907:1730,843.56
20200907:1830,911.11
20200907:1930,907.41
20200907:2030,839.36
20200907:2130,711.71
20200907:2230,503.15
20200907:2330,312.9
20200908:0030,114.0
20200908:0130,0.0
20200908:0230,0.0
20200908:0330,0.0
20200908:0430,0.0
20200908:0530,0.0
20200908:0630,0.0
20200908:0730,0.0
20200908:0830,0.0
20200908:0930,0.0
20200908:1030,0.0
20200908:1130,0.0
20200908:1230,0.0
20200908:1330,19.0
20200908:1430,77.1
20200908:1530,142.75
20200908:1630,224.4
20200908:1730,322.4
20200908:1830,254.8
20200908:1930,210.65
20200908:2030,271.85
20200908:2130,256.0
20200908:2230,222.0
20200908:2330,110.9
20200909:0030,32.75
20200909:0130,0.0
20200909:0230,0.0
20200909:0330,0.0
20200909:0430,0.0
20200909:0530,0.0
20200909:0630,0.0
20200909:0730,0.0
20200909:0830,0.0
20200909:0930,0.0
20200909:1030,0.0
20200909:1130,0.0
20200909:1230,0.0
20200909:1330,47.75
20200909:1430,150.85
20200909:1530,287.85
20200909:1630,491.0
20200909:1730,621.15
20200909:1830,608.15
20200909:1930,734.96
20200909:2030,681.56
20200909:2130,543.0
20200909:2230,430.8
20200909:2330,247.75
20200910:0030,88.8
20200910:0130,0.0
20200910:0230,0.0
20200910:0330,0.0
20200910:0430,0.0
20200910:0530,0.0
20200910:0630,0.0
20200910:0730,0.0
20200910:0830,0.0
20200910:0930,0.0
20200910:1030,0.0
20200910:1130,0.0
20200910:1230,0.0
20200910:1330,123.7
20200910:1430,313.15
20200910:1530,495.8
20200910:1630,632.31
20200910:1730,806.06
20200910:1830,907.71
20200910:1930,886.01
20200910:2030,773.91
20200910:2130,674.06
20200910:2230,518.61
20200910:2330,313.6
20200911:0030,100.65
20200911:0130,0.0
20200911:0230,0.0
20200911:0330,0.0
20200911:0430,0.0
20200911:0530,0.0
20200911:0630,0.0
20200911:0730,0.0
20200911:0830,0.0
20200911:0930,0.0
20200911:1030,0.0
20200911:1130,0.0
20200911:1230,0.0
20200911:1330,116.5
20200911:1430,336.75
20200911:1530,537.16
20200911:1630,715.76
20200911:1730,835.16
20200911:1830,897.31
20200911:1930,880.96
20200911:2030,807.01
20200911:2130,659.11
20200911:2230,496.01
20200911:2330,271.7
20200912:0030,100.55
20200912:0130,0.0
20200912:0230,0.0
20200912:0330,0.0
20200912:0430,0.0
20200912:0530,0.0
20200912:0630,0.0
20200912:0730,0.0
20200912:0830,0.0
20200912:0930,0.0
20200912:1030,0.0
20200912:1130,0.0
20200912:1230,0.0
20200912:1330,124.55
20200912:1430,334.15
20200912:1530,537.31
20200912:1630,706.31
20200912:1730,825.06
20200912:1830,885.01
20200912:1930,876.21
20200912:2030,796.36
20200912:2130,677.26
20200912:2230,503.21
20200912:2330,294.05
20200913:0030,86.6
20200913:0130,0.0
20200913:0230,0.0
20200913:0330,0.0
20200913:0430,0.0
20200913:0530,0.0
20200913:0630,0.0
20200913:0730,0.0
20200913:0830,0.0
20200913:0930,0.0
20200913:1030,0.0
20200913:1130,0.0
20200913:1230,0.0
20200913:1330,120.2
20200913:1430,327.95
20200913:1530,530.31
20200913:1630,698.91
20200913:1730,817.11
20200913:1830,873.71
20200913:1930,864.01
20200913:2030,785.41
20200913:2130,641.51
20200913:2230,457.65
20200913:2330,267.1
20200914:0030,89.15
20200914:0130,0.0
20200914:0230,0.0
20200914:0330,0.0
20200914:0430,0.0
20200914:0530,0.0
20200914:0630,0.0
20200914:0730,0.0
20200914:0830,0.0
20200914:0930,0.0
20200914:1030,0.0
20200914:1130,0.0
20200914:1230,0.0
20200914:1330,117.65
20200914:1430,324.6
20200914:1530,526.01
20200914:1630,693.46
20200914:1730,810.66
20200914:1830,865.01
20200914:1930,801.26
20200914:2030,687.61
20200914:2130,548.31
20200914:2230,462.7
20200914:2330,270.85
20200915:0030,84.75
20200915:0130,0.0
20200915:0230,0.0
20200915:0330,0.0
20200915:0430,0.0
20200915:0530,0.0
20200915:0630,0.0
20200915:0730,0.0
20200915:0830,0.0
20200915:0930,0.0
20200915:1030,0.0
20200915:1130,0.0
20200915:1230,0.0
20200915:1330,114.25
20200915:1430,319.7
20200915:1530,520.01
20200915:1630,686.81
20200915:1730,791.86
20200915:1830,852.46
20200915:1930,825.71
20200915:2030,769.36
20200915:2130,641.96
20200915:2230,474.91
20200915:2330,271.05
20200916:0030,72.65
20200916:0130,0.0
20200916:0230,0.0
20200916:0330,0.0
20200916:0430,0.0
20200916:0530,0.0
20200916:0630,0.0
20200916:0730,0.0
20200916:0830,0.0
20200916:0930,0.0
20200916:1030,0.0
20200916:1130,0.0
20200916:1230,0.0
20200916:1330,109.65
20200916:1430,311.5
20200916:1530,509.11
20200916:1630,674.01
20200916:1730,790.76
20200916:1830,834.86
20200916:1930,819.91
20200916:2030,767.36
20200916:2130,633.01
20200916:2230,454.01
20200916:2330,263.4
20200917:0030,74.85
20200917:0130,0.0
20200917:0230,0.0
20200917:0330,0.0
20200917:0430,0.0
20200917:0530,0.0
20200917:0630,0.0
20200917:0730,0.0
20200917:0830,0.0
20200917:0930,0.0
20200917:1030,0.0
20200917:1130,0.0
20200917:1230,0.0
20200917:1330,108.15
20200917:1430,312.3
20200917:1530,512.56
20200917:1630,679.51
20200917:1730,786.11
20200917:1830,848.66
20200917:1930,838.51
20200917:2030,749.01
20200917:2130,613.81
20200917:2230,418.2
20200917:2330,261.4
20200918:0030,72.45
20200918:0130,0.0
20200918:0230,0.0
20200918:0330,0.0
20200918:0430,0.0
20200918:0530,0.0
20200918:0630,0.0
20200918:0730,0.0
20200918:0830,0.0
20200918:0930,0.0
20200918:1030,0.0
20200918:1130,0.0
20200918:1230,0.0
20200918:1330,104.75
20200918:1430,307.2
20200918:1530,506.11
20200918:1630,671.61
20200918:1730,786.41
20200918:1830,785.96
20200918:1930,754.76
20200918:2030,636.56
20200918:2130,551.26
20200918:2230,440.41
20200918:2330,254.8
20200919:0030,59.42
20200919:0130,0.0
20200919:0230,0.0
20200919:0330,0.0
20200919:0430,0.0
20200919:0530,0.0
20200919:0630,0.0
20200919:0730,0.0
20200919:0830,0.0
20200919:0930,0.0
20200919:1030,0.0
20200919:1130,0.0
20200919:1230,0.0
20200919:1330,100.1
20200919:1430,303.55
20200919:1530,490.61
20200919:1630,669.26
20200919:1730,716.41
20200919:1830,761.71
20200919:1930,749.61
20200919:2030,680.31
20200919:2130,460.95
20200919:2230,400.45
20200919:2330,199.9
20200920:0030,44.6
20200920:0130,0.0
20200920:0230,0.0
20200920:0330,0.0
20200920:0430,0.0
20200920:0530,0.0
20200920:0630,0.0
20200920:0730,0.0
20200920:0830,0.0
20200920:0930,0.0
20200920:1030,0.0
20200920:1130,0.0
20200920:1230,0.0
20200920:1330,97.95
20200920:1430,282.6
20200920:1530,465.56
20200920:1630,634.36
20200920:1730,727.56
20200920:1830,747.36
20200920:1930,679.66
20200920:2030,582.11
20200920:2130,495.26
20200920:2230,389.35
20200920:2330,185.05
20200921:0030,48.55
20200921:0130,0.0
20200921:0230,0.0
20200921:0330,0.0
